stage,category,tier,cost,use,name,url,status,notes
build,icons,more,free,"asset, check the set licence (often MIT or CC)",SVG Repo,https://www.svgrepo.com,live,Download free SVG Vectors for commercial use. |
build,icons,more,free,"asset, check the set licence (often MIT or CC)",Convertio,https://convertio.co/png-svg,live,Convert PNG files to SVG online & free. (One of the services provided by it.) |
build,icons,more,free,"asset, check the set licence (often MIT or CC)",CSS ICON,https://cssicon.space,live,"Icon set made with pure css code, no dependencies, ""grab and go"" icons |"
build,icons,more,free,"asset, check the set licence (often MIT or CC)",Unified icons,https://iconify.design,live,"Thousands of icons, one unified framework. One library, over 40,000 vector icons. |"
build,icons,more,free,"asset, check the set licence (often MIT or CC)",System UIcons,https://systemuicons.com,live,220+ icons in a growing collection. |
build,icons,more,free,"asset, check the set licence (often MIT or CC)",IconPark,https://github.com/bytedance/IconPark,live,"Transform an SVG icon into multiple themes, and generate React icons，Vue icons，svg icons |"
build,icons,more,free,"asset, check the set licence (often MIT or CC)",Radix Icons,https://www.radix-ui.com/icons,live,"A crisp set of 15×15 icons designed by the Modulz team. All icons available as individual react component,SVG and more. "
build,icons,more,free,"asset, check the set licence (often MIT or CC)",EOS Icons,https://icons.eosdesignsystem.com,unverified,"A pixel-perfect, open source iconic font available as ligature and SVG. |"
build,icons,more,free,"asset, check the set licence (often MIT or CC)",Ionicons,https://ionicons.com,moved,"Beautifully crafted open source icons for use in web, iOS, Android, and desktop apps. |"
build,icons,top,free,"asset, check the set licence (often MIT or CC)",Phosphor Icons,https://phosphoricons.com,live,"Phosphor is a flexible icon family for interfaces, diagrams, presentations |"
build,icons,more,free,"asset, check the set licence (often MIT or CC)",Teeny Icons,https://teenyicons.com,live,TeenyIcons is a set icons in SVG format easy to use in html |
build,icons,top,free,"asset, check the set licence (often MIT or CC)",Lucide,https://lucide.dev,live,"Lucide is an open-source icon library, a fork of Feather Icons. |"
build,icons,more,free,"asset, check the set licence (often MIT or CC)",Icones,https://icones.js.org,live,"Icon Explorer with Instant searching, powered by Iconify. |"
build,icons,more,free,"asset, check the set licence (often MIT or CC)",Shitty Icons,https://shittyicons.com,live,Collection of Free icons. |
build,icons,more,free,"asset, check the set licence (often MIT or CC)",Iconspedia,https://www.iconspedia.com,unverified,Iconspedia is a website that contains a large collection of high quality free icons. |
build,icons,more,free,"asset, check the set licence (often MIT or CC)",iconhub,https://iconhub.io,live,Just practical stunning icons for everyone |
build,icons,more,free,"asset, check the set licence (often MIT or CC)",3DICONS,https://3dicons.co,live,Beautifully crafted open source 3D icons |
build,icons,more,free,"asset, check the set licence (often MIT or CC)",IconsDb,https://www.iconsdb.com,live,Free Custom Icons |
build,icons,more,free,"asset, check the set licence (often MIT or CC)",Emoji Guide,https://emojiguide.org,live,The collection of 3300 emojis with their HTML codes for easy use. |
build,icons,more,free,"asset, check the set licence (often MIT or CC)",Unicorn Icons,https://unicornicons.com,live,100+ customizable playful animated icons. Available in JSON and SVG format. |
build,icons,more,free,"asset, check the set licence (often MIT or CC)",Sargam Icons,https://sargamicons.com,live,"A collection of 275+ open-source icons available for Figma, SVGs, and React. |"
build,icons,more,free,"asset, check the set licence (often MIT or CC)",Icon buddy,https://iconbuddy.app,moved,"A collection of 100K+ open-source SVG icons, fully customizable for designers and developers. |"
build,icons,more,free,"asset, check the set licence (often MIT or CC)",Round Icons,https://roundicons.com,unverified,"The world's biggest premium and free icon packs library of flat icons, line icons, filled outline, isometric and solid s"
build,icons,more,free,"asset, check the set licence (often MIT or CC)",Vectopus,https://vectopus.com,unverified,Top curated collective resources for elite designers. |
build,icons,more,free,"asset, check the set licence (often MIT or CC)",IconShelf,https://iconshelf.com,live,"Access 250,000+ open-source SVG icons you can customize to fit any design or development project. |"
build,icons,more,free,"asset, check the set licence (often MIT or CC)",All SVG Icons,https://allsvgicons.com,live,"Browse and download 250,000+ free SVG icons from 220 carefully curated icon libraries. |"
build,icons,more,free,"asset, check the set licence (often MIT or CC)",SVG to ICO,https://svg-to-ico.org,live,"A free, fast online tool to convert SVG images to ICO format for favicons and app icons. |"
brand,logo-makers,more,free,"a logo is a trademark, treat with care",LogoSear.ch,https://logosear.ch/search.html,live,"Search engine with over 200,000 SVG logos indexed |"
brand,logo-makers,more,free,"a logo is a trademark, treat with care",SVGPorn,https://svgporn.com,moved,1000+ high-quality SVG logos |
brand,logo-makers,more,free,"a logo is a trademark, treat with care",Payment System Logos,https://github.com/mpay24/payment-logos,live,Logos for payment systems available in png and svg |
brand,logo-makers,more,free,"a logo is a trademark, treat with care",Browser Logos,https://github.com/alrra/browser-logos,live,High resolution web browser logos |
brand,logo-makers,more,free,"a logo is a trademark, treat with care",VectorLogoZone,https://www.vectorlogo.zone,live,Consistently formatted SVG logos |
brand,logo-makers,more,free,"a logo is a trademark, treat with care",World Vector Logo,https://worldvectorlogo.com,live,Download vector logos of brands you love |
brand,logo-makers,more,free,"a logo is a trademark, treat with care",Logo Maker,https://logomakr.com,live,Create custom logos |
brand,logo-makers,more,free,"a logo is a trademark, treat with care",Free Logo Maker,https://www.namecheap.com/logo-maker,live,"Fast, All-in-One Logo Generator |"
brand,logo-makers,more,free,"a logo is a trademark, treat with care",LOGOwine,https://www.logo.wine,live,Brand Logos Free Download in SVG Vector & PNG File Format |
ship,favicons,more,free,"tool, the output is yours",FaviconForge,https://faviconforge.io,dead(404),Very simple favicon generator. Download in .ico and .png formats |
ship,favicons,top,free,"tool, the output is yours",Favicon.io,https://favicon.io,live,"Generate a favicon from text, from an image, or from an emoji. Download in .ico and .png formats |"
ship,favicons,more,free,"tool, the output is yours",Favicomatic,https://favicomatic.com,live,Generate favicons of all the sizes and formats as well as the HTML code needed to support every possible browser or devi
ship,favicons,top,free,"tool, the output is yours",Favicon Generator,http://tools.dynamicdrive.com/favicon,live,Generate favicon ico files for your website |
ship,favicons,top,free,"tool, the output is yours",RealFaviconGenerator,https://realfavicongenerator.net,live,"Generate icons for all platforms (Windows, iOS, Android) |"
ship,favicons,more,free,"tool, the output is yours",FontIcon,https://gauger.io/fonticon,live,Generate favicons and images from Font Awesome icons |
ship,favicons,more,free,"tool, the output is yours",Favicon.cc,https://www.favicon.cc,live,Draw a favicon online and browse through a library of favicons made by other users |
ship,favicons,top,free,"tool, the output is yours",Maskable.app Editor,https://maskable.app/editor,live,Generate maskable PWA icons based on your existing icon |
ship,favicons,top,free,"tool, the output is yours",Favicon Generator,https://favicon.inbrowser.app,live,"Generate website's favicon assets. SVG, maskable, image minified supported. Pure frontend. No privacy risk. Fast.|"
ship,favicons,more,free,"tool, the output is yours",FaviFiles,https://favifiles.com,dead(dns),Generate pixel-perfect favicons for free in seconds |
build,icon-fonts,top,freemium,"asset, open-source font licence",Font Awesome,https://fontawesome.com,live,The web's most popular icon set and toolkit |
build,icon-fonts,more,free,"asset, open-source font licence",Line Awesome,https://icons8.com/line-awesome,live,Swap in replacement of Font Awesome with modern line icons |
build,icon-fonts,top,free,"asset, open-source font licence",Material Icons,https://fonts.google.com/icons,live,Material design icon library |
build,icon-fonts,top,free,"asset, open-source font licence",IonIcons,https://ionic.io/ionicons,live,Beautifully crafted open source icons from Ionic team |
build,icon-fonts,more,free,"asset, open-source font licence",Zurb Foundation Icons,https://zurb.com/playground/foundation-icon-fonts-3,live,Customizable Foundation icons |
build,icon-fonts,more,free,"asset, open-source font licence",Fontisto Icons,https://fontisto.com,unverified,Fontisto the iconic font and css toolkit · 616+ free icons |
build,icon-fonts,top,free,"asset, open-source font licence",Boxicons,https://boxicons.com,live,Boxicons is a free collection of carefully crafted open source icons |
build,icon-fonts,more,free,"asset, open-source font licence",Icofont,https://icofont.com,live,2100+ free icons to spice up your creative designs |
